snapped_at,market_cap,total_volume,ln_cap,cap_diff
1.38456E+12,5459243350,0,22.42057604,0.030931812
1.38465E+12,6075555418,0,22.52753925,0.106963212
1.38473E+12,7223144025,0,22.70055616,0.173016907
1.38482E+12,7668594980,0,22.76039925,0.059843096
1.38491E+12,7052490930,0,22.67664671,-0.083752537
1.38499E+12,8377345407,0,22.84879692,0.172150209
1.38508E+12,9152445458,0,22.93728694,0.08849002
1.38516E+12,10241144817,0,23.04967925,0.112392305
1.38525E+12,9532336608,0,22.97795571,-0.07172354
1.38534E+12,10006801131,0,23.02653081,0.048575103
1.38542E+12,10712575370,0,23.09468416,0.068153345
1.38551E+12,12017982103,0,23.20966987,0.114985717
1.3856E+12,13213611317,0,23.3045133,0.094843422
1.38568E+12,14691148402,0,23.410511,0.105997704
1.38577E+12,15218504256,0,23.44577791,0.03526691
1.38586E+12,14043078160,0,23.36539545,-0.080382456
1.38594E+12,13358177285,0,23.31539456,-0.050000889
1.38603E+12,14601103161,0,23.40436292,0.088968357
1.38612E+12,15365802048,0,23.45541023,0.051047309
1.3862E+12,13664150027,0,23.33804145,-0.117368777
1.38629E+12,13779408345,0,23.34644117,0.008399712
1.38637E+12,10916424827,0,23.11353436,-0.232906809
1.38646E+12,10092380841,0,23.0350466,-0.078487753
1.38655E+12,12259463075,0,23.22956397,0.194517368
1.38663E+12,12786599317,0,23.27166353,0.042099559
1.38672E+12,12122644425,0,23.21834098,-0.05332255
1.38681E+12,12006644079,0,23.20872601,-0.009614974
1.38689E+12,12250473505,0,23.22883043,0.02010442
1.38698E+12,11801562699,0,23.19149779,-0.037332635
1.38707E+12,11658580515,0,23.17930827,-0.012189521
1.38715E+12,10680949566,0,23.09172758,-0.087580694
1.38724E+12,9337605511,0,22.95731569,-0.13441189
1.38732E+12,7473860999,0,22.73467757,-0.222638117
1.38741E+12,9052722687,0,22.9263314,0.191653829
1.3875E+12,9312426266,0,22.9546155,0.028284104
1.38758E+12,8059160000,0,22.81007517,-0.144540333
1.38767E+12,8740435654,0,22.89122587,0.081150702
1.38776E+12,8677507546,0,22.88400018,-0.007225696
1.38784E+12,8960018372,0,22.91603811,0.032037939
1.38793E+12,9170863513,0,22.93929729,0.023259172
1.38802E+12,10129867602,0,23.03875409,0.099456799
1.3881E+12,10178415561,99005513,23.04353519,0.004781108
1.38819E+12,10036644893,46698378,23.02950872,-0.014026472
1.38828E+12,10087263184,37058017,23.03453939,0.005030673
1.38836E+12,10570031868,45234044,23.08128865,0.046749258
1.38845E+12,10444532541,33782640,23.06934448,-0.011944175
1.38853E+12,10634031218,36849601,23.08732519,0.017980711
1.38862E+12,10773987789,49405750,23.10040053,0.01307534
1.38871E+12,11433894537,120279140,23.15984799,0.059447458
1.38879E+12,11687774519,62747437,23.18180922,0.021961233
1.38888E+12,12583584779,99074061,23.25565901,0.073849787
1.38897E+12,12913129060,168280632,23.28151039,0.025851381
1.38905E+12,11445983745,128073005,23.16090474,-0.120605647
1.38914E+12,11486224357,150725301,23.16441427,0.003509531
1.38923E+12,11670631010,85775252,23.18034135,0.015927081
1.38931E+12,11779888589,43752075,23.18965956,0.009318205
1.3894E+12,12409271940,80699112,23.24170977,0.05205021
1.38948E+12,11899333160,66530069,23.1997482,-0.041961569
1.38957E+12,11504679487,61261751,23.1660197,-0.033728497
1.38966E+12,11445933777,41676635,23.16090038,-0.005119326
1.38974E+12,11789924868,43488245,23.19051118,0.029610804
1.38983E+12,11508991483,29125277,23.16639443,-0.024116744
1.38992E+12,11140911084,52452597,23.13388985,-0.032504582
1.39E+12,11516940386,29050610,23.16708487,0.033195012
1.39009E+12,11534051519,30585580,23.1685695,0.001484633
1.39018E+12,11987167652,39699125,23.20710255,0.038533053
1.39026E+12,11900548574,50595053,23.19985033,-0.007252218
1.39035E+12,11940952621,36940956,23.20323973,0.003389391
1.39044E+12,11656785130,38502991,23.17915426,-0.024085464
1.39052E+12,11084553144,58565283,23.12881837,-0.050335895
1.39061E+12,11096066542,51138176,23.12985652,0.001038149
1.39069E+12,11766588527,45694597,23.18852987,0.058673355
1.39078E+12,12218620532,55356700,23.2262269,0.037697027
1.39087E+12,10744450648,93735288,23.09765524,-0.128571659
1.39095E+12,11259294763,46184057,23.14445983,0.046804586
1.39104E+12,11234509580,28374993,23.14225609,-0.002203735
1.39113E+12,11276779717,43551651,23.14601156,0.003755466
1.39121E+12,11517083071,25859602,23.16709725,0.021085698
1.3913E+12,11562382385,29032961,23.17102277,0.003925513
1.39139E+12,11242788741,21437686,23.14299276,-0.028030008
1.39147E+12,11475058601,25954393,23.1634417,0.02044894
1.39156E+12,11429789002,28807023,23.15948885,-0.003952845
1.39164E+12,11054383352,61936090,23.12609287,-0.033395985
1.39173E+12,9964516310,89089631,23.02229625,-0.103796619
1.39182E+12,9697594805,99669198,22.99514373,-0.027152517
1.3919E+12,9325513526,46788351,22.95601987,-0.039123863
1.39199E+12,9500229662,74671226,22.97458181,0.018561939
1.39208E+12,9671475906,147502980,22.99244676,0.017864952
1.39216E+12,9119852706,93945953,22.93371949,-0.058727272
1.39225E+12,9047292692,37600706,22.9257314,-0.00798809
1.39234E+12,8690618503,138690400,22.88550995,-0.040221452
1.39242E+12,8975073790,83457395,22.91771699,0.032207045
1.39251E+12,8575732555,38499090,22.87220226,-0.045514738
1.3926E+12,8971842045,65416818,22.91735685,0.045154593
1.39268E+12,8705687784,33724928,22.88724242,-0.030114431
1.39277E+12,8677119187,24048912,22.88395542,-0.003286998
1.39285E+12,8284098931,55822920,22.83760372,-0.046351697
1.39294E+12,8089411907,76754444,22.81382187,-0.023781851
1.39303E+12,7961923474,31589809,22.79793645,-0.015885421
1.39311E+12,8699175865,64788486,22.88649413,0.08855768
1.3932E+12,8017602449,63091885,22.80490527,-0.081588862
1.39329E+12,6876547488,146479584,22.65138254,-0.153522723
1.39337E+12,7927619008,97417925,22.79361858,0.142236032
1.39346E+12,8194961506,50231514,22.82678535,0.033166776
1.39355E+12,8035162200,36836489,22.80709302,-0.019692329
1.39363E+12,8027292634,31980116,22.80611315,-0.000979871
1.39372E+12,8003876579,19955646,22.80319183,-0.002921318
1.3938E+12,8513293207,55675156,22.86489469,0.061702852
1.39389E+12,10373689032,149796382,23.06253854,0.197643851
1.39398E+12,9590231545,50751833,22.98401087,-0.078527667
1.39406E+12,9302561599,30273211,22.95355564,-0.03045523
1.39415E+12,8815891807,40555090,22.89982182,-0.053733823
1.39424E+12,8692800322,31904028,22.88576097,-0.014060846
1.39432E+12,9082414178,27205101,22.92960587,0.043844902
1.39441E+12,8949283593,25671089,22.91483932,-0.014766552
1.3945E+12,8973260983,20565979,22.91751499,0.00267567
1.39458E+12,9175730681,38858273,22.93982787,0.022312876
1.39467E+12,9170055466,24365721,22.93920917,-0.000618694
1.39476E+12,8999518819,20299133,22.92043695,-0.018772224
1.39484E+12,9098742277,12188903,22.93140203,0.010965081
1.39493E+12,8932663705,14085849,22.91298047,-0.018421555
1.39501E+12,8782446650,23697859,22.89602087,-0.016959607
1.3951E+12,8702593689,54125792,22.88688694,-0.009133924
1.39519E+12,8692840446,56108984,22.88576559,-0.001121357
1.39527E+12,8408969881,41529934,22.85256482,-0.033200771
1.39536E+12,8273676445,62775200,22.8363448,-0.016220017
1.39545E+12,8000260035,29727069,22.80273988,-0.033604917
1.39553E+12,8070660251,16774458,22.81150113,0.008761249
1.39562E+12,8123975002,29917701,22.8180854,0.006584272
1.39571E+12,8262364453,30063061,22.83497664,0.016891233
1.39579E+12,8224443981,27801227,22.83037653,-0.004600107
1.39588E+12,7949302653,41178561,22.79635005,-0.034026485
1.39596E+12,7069668867,117346240,22.67907948,-0.117270566
1.39605E+12,8029222085,36745883,22.80635348,0.127274005
1.39614E+12,7157524140,28978339,22.69142997,-0.114923517
1.39622E+12,7080284651,70710965,22.68057995,-0.010850019
1.39631E+12,7352351086,46001140,22.71828597,0.037706026
1.3964E+12,6697640702,68546752,22.62502117,-0.093264807
1.39648E+12,6739046457,54953461,22.63118428,0.006163109
1.39657E+12,7041795885,31241914,22.67512907,0.043944795
1.39666E+12,7245679062,18437501,22.70367114,0.028542065
1.39674E+12,7106781660,17286923,22.68431533,-0.019355808
1.39683E+12,7088811866,15758240,22.68178358,-0.002531744
1.39692E+12,7173916407,16344778,22.69371756,0.011933979
1.397E+12,6871913774,17725407,22.65070847,-0.04300909
1.39709E+12,5681788168,73959358,22.46053184,-0.190176636
1.39717E+12,6405850495,84337203,22.58047755,0.119945711
1.39726E+12,6436565342,29032695,22.5852609,0.004783353
1.39735E+12,6350505288,32213020,22.57180022,-0.013460683
1.39743E+12,7061290317,70192680,22.67789364,0.106093417
1.39752E+12,7834863917,82444131,22.78184934,0.103955708
1.39761E+12,7832442215,91311033,22.7815402,-0.000309141
1.39769E+12,7604960825,54491944,22.75206661,-0.029473592
1.39778E+12,7284947427,34964085,22.70907606,-0.042990551
1.39787E+12,7553525944,34024162,22.7452803,0.036204244
